n_agents,mse,relative_mse
9,0.00038768709055148065,778.1802345144738
16,4.98197041451931e-05,100.0
25,3.123789792880416e-05,62.701893688018174
36,2.2026204533176497e-05,44.21183327179938
49,9.258279897039756e-05,185.83570609045958
64,0.00027139094891026616,544.7462074831521
81,0.0003489619120955467,700.4495873330404
100,0.000842777662910521,1691.6552945684991
