n_agents,mse,relative_mse
36,10.217755681459783,25456.753888502215
64,28.09012560668112,69984.39153951597
100,0.040137700691189576,100.0
144,31.09811141499257,77478.55726528639
196,129.77042800831688,323313.0592276357
256,135.23533227233682,336928.44867424516
